[-0.19902802],[-0.2002287],[-0.1946255],[-0.21252143],[-0.19959977],[-0.19028015],[-0.15248713],[-0.18559177],[-0.19668382],[-0.17564322],[-0.21046312],[-0.21692395],[-0.19262436],[-0.20840481],[-0.22012578],[-0.193482],[-0.24116638],[-0.24968554],[-0.26695254],[-0.27455688],[-0.40217268],[-0.4812464],[-0.46923956],[-0.488279],[-0.4757004],[-0.5034877],[-0.5102344],[-0.4271012],[-0.36180675],[-0.34802744]
[-0.1153774],[-0.10237514],[-0.10359557],[-0.10575479],[-0.13218175],[-0.13072662],[-0.10429966],[-0.1864908],[-0.24009575],[-0.24319376],[-0.25812054],[-0.20282575],[-0.1461228],[-0.23169358],[-0.23216297],[-0.25164288],[-0.37805107],[-0.36720803],[-0.52656776],[-0.58904433],[-0.6253286],[-0.636641],[-0.6169264],[-0.57533795],[-0.720522],[-0.687101],[-0.6767743],[-0.7051258],[-0.71136874],[-0.6743804]
[-0.29870522],[-0.2909442],[-0.2703869],[-0.27349132],[-0.27583858],[-0.23646551],[-0.2909442],[-0.27659574],[-0.25312334],[-0.24615735],[-0.34655863],[-0.3289165],[-0.30684486],[-0.3302794],[-0.32213977],[-0.33822972],[-0.3217612],[-0.27156055],[-0.23453471],[-0.21863405],[-0.21340956],[-0.21378814],[-0.19402589],[-0.19538881],[-0.19652458],[-0.18452336],[-0.20042402],[-0.18240327],[-0.22018626],[-0.19868252]
[0.13430645],[0.1518397],[0.1335579],[0.0993551],[0.04819485],[0.06811769],[0.05645765],[0.083722],[0.07473945],[0.07563195],[0.06235965],[0.05588185],[0.037744],[-0.02432775],[0.0232913],[0.09066045],[0.05674555],[0.0648644],[0.04819485],[0.0560258],[0.06500835],[0.0513042],[0.06575689],[0.0513042],[0.04260955],[0.04554615],[0.00547014],[0.01033569],[0.0150285],[-0.0035412]
[-0.00844223],[0.04980913],[0.04980913],[0.07913669],[0.08666129],[0.06673029],[0.05806783],[0.04980913],[0.03872412],[0.0413669],[0.03046542],[0.04830422],[0.04716635],[0.05204816],[0.0764939],[0.09811334],[0.08607399],[0.08533989],[0.07763177],[0.08607399],[0.09884746],[0.10244457],[0.12366026],[0.12894583],[0.07913669],[0.09154309],[0.0943327],[0.02180297],[0.05113053],[0.02708853]
[0.08387625],[0.09405817],[0.12431913],[0.09679946],[0.16259034],[0.15148279],[0.16280395],[0.16280395],[0.21364234],[0.2468226],[0.2557585],[0.23842074],[0.24571897],[0.24810424],[0.24828224],[0.23076649],[0.20926341],[0.22275624],[0.21873331],[0.21293032],[0.23806472],[0.23717469],[0.25558048],[0.25394282],[0.22677916],[0.24134003],[0.2562925],[0.26722205],[0.27071095],[0.28071487]
[0.2619531],[0.25501087],[0.24390331],[0.22713518],[0.2216526],[0.22496352],[0.21894692],[0.215102],[0.20342483],[0.20125316],[0.21236071],[0.21894692],[0.20488447],[0.16953255],[0.15404607],[0.15767738],[0.14692584],[0.16387197],[0.16259034],[0.21036705],[0.22204421],[0.18227775],[0.17975008],[0.17262985],[0.13361102],[0.13692193],[0.15276442],[0.13453665],[0.15312044],[0.14820749]
[0.1691795],[0.16231154],[0.18624781],[0.17998943],[0.1851912],[0.14942902],[0.16023895],[0.1473158],[0.13630268],[0.12049417],[0.10635185],[0.04807575],[0.07514122],[0.05433413],[0.04267079],[0.05161133],[0.01020035],[0.074491],[0.11049701],[0.12362336],[0.12963791],[0.18417524],[0.1167554],[0.07306864],[0.08928354],[0.05600033],[0.01873451],[0.02852847],[0.07054903],[0.05786971]
[0.03856533],[0.02607295],[0.00735614],[0.01049012],[0.00291634],[0.00291634],[0.02720467],[0.02341778],[-0.03608427],[-0.00687734],[-0.00422216],[-0.01601811],[-0.0153652],[-0.03342909],[0.0274223],[0.01606164],[0.03077392],[0.00583268],[0.00404805],[-0.01358057],[-0.04788021],[-0.00021764],[-0.01266649],[-0.00265518],[-0.01358057],[0.00091408],[-0.02716114],[-0.02716114],[-0.01401584],[-0.01558283]
[-0.0566832],[-0.07496252],[-0.07144505],[-0.01885596],[-0.03096529],[-0.06106562],[-0.07997924],[-0.06844655],[-0.04809134],[-0.06700496],[-0.10685042],[-0.08205513],[-0.09595203],[-0.10742705],[-0.10333295],[-0.08943605],[-0.13902664],[-0.16174605],[-0.17356706],[-0.13550916],[-0.12956983],[-0.05281974],[-0.06314151],[-0.11953638],[-0.06198824],[-0.14023757],[-0.13902664],[-0.14877176],[-0.11953638],[-0.14346673]
[-0.07317719],[-0.17989942],[-0.19584492],[-0.151449],[-0.16600503],[-0.16024877],[-0.1883684],[-0.18327379],[-0.1840016],[-0.15925632],[-0.19855763],[-0.1589255],[-0.19511712],[-0.1314675],[-0.07489745],[-0.10063517],[-0.0993119],[-0.10506815],[-0.08912267],[-0.11115522],[-0.10235544],[-0.09759164],[-0.07694852],[-0.16739447],[-0.25711262],[-0.21920075],[-0.18936086],[-0.15111817],[-0.17513564],[-0.22323674]
[-0.14052318],[-0.13253786],[-0.14144103],[-0.3336393],[-0.36282697],[-0.33134466],[-0.3571363],[-0.36613125],[-0.21147315],[-0.0099128],[0.01174851],[0.02863699],[0.02634236],[-0.02441487],[-0.00945388],[0.00091785],[0.04699403],[0.05305186],[0.03194126],[0.02257917],[0.00798531],[0.05635613],[0.04460762],[0.13630106],[0.18889399],[0.4191831],[0.3261129],[0.3148233],[0.40605783],[0.40458927]
[0.14637557],[0.19524513],[0.12609743],[0.14039314],[0.19765364],[0.15313496],[0.00318546],[-0.13293451],[-0.1746562],[-0.15002719],[-0.16673142],[-0.15321265],[-0.15235801],[-0.20410225],[-0.17310232],[-0.17349079],[-0.20052832],[-0.23354828],[-0.20884158],[-0.20371377],[-0.22640043],[-0.32662573],[-0.3091446],[-0.29438272],[-0.31466088],[-0.38108927],[-0.35801414],[-0.34853548],[-0.4082045],[-0.40059048]
[-0.26693094],[-0.16957808],[-0.14821285],[-0.23871271],[-0.32571888],[-0.303749],[-0.33364686],[-0.26827466],[-0.2153319],[-0.23219565],[-0.25073904],[-0.17710292],[-0.16816716],[-0.18194033],[-0.23904864],[-0.169914],[-0.06255039],[0.02788229],[0.1372615],[0.10427304],[0.1304085],[0.13450685],[0.13692556],[0.1664875],[0.15553614],[0.200215],[0.20162591],[0.17374362],[0.22225209],[0.23568933]
[0.2150069],[0.21892413],[0.20932414],[0.19580689],[0.16722758],[0.1443862],[0.06896552],[0.18984827],[0.20342068],[0.22488275],[0.26217932],[0.17826207],[0.14918621],[0.1452138],[0.17853794],[0.1904],[0.20932414],[0.1856],[0.1616],[0.07486896],[0.05682759],[0.08761379],[0.07034483],[0.07575172],[0.08617931],[0.11387586],[0.07006896],[0.01555862],[0.04976552],[0.08535172]
[0.23184806],[0.24085286],[0.26812607],[0.24219842],[0.22336076],[0.23396988],[0.26998913],[0.28297883],[0.2848419],[0.2588625],[0.13486518],[0.12347979],[0.15525539],[0.13962635],[0.11607929],[0.12586038],[0.19769187],[0.15499663],[0.18387415],[0.20271179],[0.20219427],[0.2503752],[0.21570149],[0.23210682],[0.23531543],[0.2580862],[0.22284324],[0.22418879],[0.22258449],[0.2202039]
[0.23918298],[0.19706309],[0.2679478],[0.2691564],[0.19494803],[0.19706309],[0.17542906],[0.22649263],[0.21875755],[0.23610105],[0.14605995],[0.1475707],[0.1463621],[0.10889533],[0.10520909],[0.16582064],[0.22739908],[0.20945129],[0.18098864],[0.21223108],[0.18781726],[0.20763838],[0.1627387],[0.18346629],[0.19337684],[0.26208606],[0.26456368],[0.24347353],[0.27193618],[0.28897753]
[0.37413105],[0.39040083],[0.31541193],[0.3509836],[0.07720751],[-0.13969827],[-0.07306612],[-0.04733028],[0.04622097],[-0.00872652],[-0.01360745],[0.00835675],[0.03143026],[0.00569442],[0.00717349],[0.03978701],[0.01700932],[0.02004141],[0.02647537],[-0.04806981],[-0.06929448],[-0.08822659],[-0.09162845],[-0.10523591],[-0.07765123],[-0.10560568],[-0.10412661],[-0.10375684],[-0.06433959],[-0.10641917]
[-0.04466795],[0.01782281],[0.04200562],[0.04999261],[0.06663215],[0.06818518],[0.18325691],[0.20107973],[0.18436621],[0.22607602],[0.16284573],[0.17231178],[0.17342108],[0.17231178],[0.16395503],[0.26808164],[0.07306612],[0.05753587],[0.07913031],[0.01967165],[0.02462653],[0.02270374],[0.00798698],[-0.01212838],[-0.01700932],[-0.00377163],[0.01967165],[0.03335305],[0.06478331],[0.08023961]
[0.22925183],[0.26675752],[0.24086691],[0.27006683],[0.2518331],[0.28538057],[0.2737655],[0.2564402],[0.3501395],[0.35513595],[0.41197845],[0.4561028],[0.3893323],[0.44714814],[0.48737913],[0.39763805],[0.39303094],[0.42223087],[0.42456686],[0.40062293],[0.4428655],[0.46940497],[0.4176238],[0.4185971],[0.4302122],[0.42158198],[0.43287262],[0.4365064],[0.42424244],[0.4232691]
[0.44779703],[0.4577899],[0.4577899],[0.48601648],[0.47537473],[0.49600935],[0.52293813],[0.53656477],[0.69437414],[0.77275974],[0.76945037],[0.79566544],[0.8873532],[0.82155603],[0.790669],[0.78904676],[0.7992992],[0.8119525],[0.828564],[0.82324314],[0.8252547],[0.8016352],[0.8292129],[0.8421906],[0.8488093],[0.79897475],[0.7880086],[0.77275974],[0.74550647],[0.7481669]
[1.0973537],[1.0099019],[1.0435506],[1.0435506],[1.0471433],[1.0906063],[1.0583596],[1.093761],[1.1265335],[1.0278654],[1.0592359],[1.0870137],[1.0615141],[1.0879775],[1.1713985],[1.203733],[1.1512443],[1.18796],[1.1857693],[1.1736768],[1.0372415],[1.0556432],[1.016211],[1.0543288],[1.0587977],[1.0386435],[1.0412724],[1.0035927],[0.9932527],[1.0399579]
[0.9071298],[0.92292506],[0.90303475],[0.862596],[0.8892139],[0.84124315],[0.8603291],[0.8240585],[0.77908593],[0.8263254],[0.7944424],[0.7798903],[0.79897624],[0.7798903],[0.8083364],[0.8293236],[0.8221572],[0.7638026],[0.7551737],[0.77016455],[0.74844605],[0.78471667],[0.7997075],[0.76263255],[0.7446435],[0.75736743],[0.75290674],[0.7832541],[0.80043876],[0.82588667]
[0.77484167],[0.77935505],[0.5844071],[0.61083204],[0.5460435],[0.54225814],[0.5333042],[0.5068792],[0.5225304],[0.51212054],[0.5191818],[0.46363834],[0.5710126],[0.5318483],[0.5128485],[0.5251511],[0.48824343],[0.46887967],[0.49050012],[0.5441508],[0.526607],[0.5333042],[0.49050012],[0.49050012],[0.4830021],[0.44056198],[0.48038146],[0.4722283],[0.47332022],[0.48671472]
[0.48081824],[0.46363834],[0.46589503],[0.5464075],[0.5370896],[0.5113198],[0.5165611],[0.5881197],[0.5944529],[0.5400742],[0.52216643],[0.5105918],[0.55536145],[0.50280267],[0.48081824],[0.4908641],[0.54225814],[0.526607],[0.5225304],[0.55346876],[0.49603263],[0.44128996],[0.43714058],[0.40998763],[0.39470044],[0.44725922],[0.458761],[0.45956177],[0.44689524],[0.46028972]
[0.44645846],[0.3935357],[0.39055106],[0.39207977],[0.40030575],[0.3805052],[0.38538253],[0.4051103],[0.39135182],[0.33508044],[0.37380797],[0.3604135],[0.37570065],[0.38873115],[0.3898231],[0.44310984],[0.43080732],[0.42673072],[0.42862344],[0.43080732],[0.38945913],[0.37606463],[0.38312587],[0.35670087],[0.32721847],[0.36900342],[0.38538253],[0.38538253],[0.38123316],[0.38014123]
[0.3917158],[0.3711873],[0.36711073],[0.34847492],[0.38945913],[0.36303413],[0.3414137],[0.29031083],[0.3022494],[0.30523404],[0.3693674],[0.36485404],[0.3227779],[0.35517216],[0.33726433],[0.3525515],[0.3283104],[0.43604863],[0.4140642],[0.47594088],[0.51357645],[0.55274075],[0.55492467],[0.5672272],[0.5091359],[0.7085244],[0.70553976],[0.7249035],[0.71784234],[0.74128264]
[0.6829425],[0.6496145],[0.6553967],[0.6245583],[0.6319467],[0.65949243],[0.64431417],[0.6887247],[0.6315451],[0.6360424],[0.6529072],[0.6463219],[0.5851269],[0.57894313],[0.65788627],[0.67675877],[0.67555416],[0.6899293],[0.6924189],[0.6924189],[0.7121748],[0.7063925],[0.6561998],[0.6990042],[0.7244619],[0.68334407],[0.72365886],[0.71257627],[0.7442178],[0.7536942]
[0.57242256],[0.5238142],[0.6642493],[0.6637593],[0.6778714],[0.6743434],[0.6783614],[0.65827125],[0.6954136],[0.70139164],[0.6788514],[0.7877303],[0.8379067],[0.7882203],[0.8118385],[0.8123285],[0.8454528],[0.7250098],[0.7902783],[0.8393767],[0.85544884],[0.8128185],[0.76568013],[0.7596041],[0.7902783],[0.8539788],[0.78273225],[0.8158565],[0.7811642],[0.8479028]
[0.806134],[0.7731049],[0.7478716],[0.7488973],[0.76418096],[0.7694122],[0.8896297],[0.87496156],[0.8513694],[0.84131706],[0.8397784],[0.8639861],[0.87393576],[0.9421479],[1.1375526],[1.1296543],[1.1905837],[1.233665],[1.1570418],[1.0902656],[1.144938],[1.0855472],[1.0860602],[0.90645194],[0.870756],[0.88706535],[0.74684584],[0.75259],[0.7977228],[0.8566007]
[0.8330085],[0.7825418],[0.8072623],[0.7773105],[0.77464354],[0.7778234],[0.8644989],[0.89968204],[0.870756],[0.88655245],[0.8860396],[0.91537595],[0.9122987],[0.8917838],[0.90440047],[0.88655245],[0.85711354],[0.888604],[0.8608062],[0.8592676],[0.90809315],[0.86603755],[0.8933224],[1.0094368],[1.1328342],[1.0745717],[1.0750846],[1.0877013],[1.1212432],[1.0661607]
[0.82248276],[0.8182423],[0.8024445],[0.7961254],[0.6969319],[0.6891993],[0.71730274],[0.69734764],[0.6956016],[0.72328925],[0.72328925],[0.6713229],[0.6300823],[0.7224578],[0.68587345],[0.71730274],[0.70882183],[0.7113994],[0.7062443],[0.737341],[0.66458803],[0.6658352],[0.62201715],[0.6692442],[0.62451154],[0.67007565],[0.67905545],[0.67090714],[0.6471273],[0.647543]
[0.68753636],[0.6704914],[0.70799035],[0.7296915],[0.7824894],[0.825476],[0.839112],[0.86081314],[0.7952108],[0.7632826],[0.79180175],[0.7569635],[0.69052964],[0.6692442],[0.65860146],[0.67390037],[0.6658352],[0.65560824],[0.65560824],[0.633907],[0.5998171],[0.6104598],[0.59008896],[0.65860146],[0.5385383],[0.5849339],[0.5845182],[0.55899227],[0.5610709],[0.555999]
[0.51168203],[0.55899227],[0.5802777],[0.56664175],[0.5883429],[0.54452485],[0.5363765],[0.56240124],[0.569635],[0.52573377],[0.5717136],[0.58410245],[0.5861811],[0.538954],[0.566226],[0.5853496],[0.52623266],[0.5738754],[0.56830466],[0.53088886],[0.45464373],[0.47044152],[0.46620104],[0.44915608],[0.45339653],[0.4517336],[0.42953354],[0.52232474],[0.6262576],[0.64114076]
[0.66026443],[0.6186081],[0.62584186],[0.63132954],[0.6590172],[0.6134531],[0.6134531],[0.67090714],[0.67090714],[0.61686206],[0.5959923],[0.5142596],[0.5606552],[0.5581608],[0.5266484],[0.5274798],[0.55516756],[0.53812253],[0.56198555],[0.57212937],[0.5674732],[0.538954],[0.53936976],[0.525318],[0.5317203],[0.48790222],[0.5274798],[0.51850003],[0.52232474],[0.47301903]
[0.5015382],[0.49812922],[0.41589758],[0.40957844],[0.44017628],[0.41889083],[0.49721462],[0.49638313],[0.542363],[0.60455644],[0.6871206],[0.703251],[0.7479837],[0.83487153],[0.76802194],[0.8242288],[0.8301322],[0.7824894],[0.84293675],[0.8646379],[0.8855076],[0.8327097],[0.8539952],[0.8901638],[0.87228733],[0.8769435],[0.9178515],[0.8548266],[0.8284693],[0.86505365]
[0.80733943],[0.8025529],[0.8012232],[0.80733943],[0.8658423],[1.006781],[1.160617],[1.1239197],[1.1225901],[0.98577315],[0.9945486],[0.66706556],[0.6718522],[0.7209148],[0.78287464],[0.774631],[0.7521606],[0.754288],[0.8304747],[0.80321765],[0.75149584],[0.72157955],[0.65616274],[0.727031],[0.7209148],[0.6297035],[0.6766387],[0.6753091],[0.7359394],[0.7359394]
[0.6506936],[0.7173883],[0.67073],[0.70225585],[0.6850217],[0.6578394],[0.79262996],[0.78044],[0.7266358],[0.75676054],[0.69945353],[0.7102424],[0.6247723],[0.6226706],[0.5946476],[0.6571388],[0.54518706],[0.61188173],[0.55947876],[0.569567],[0.4957265],[0.49208352],[0.5545747],[0.5587782],[0.6442483],[0.7704918],[0.7116436],[0.69370884],[0.71949],[0.72817713]
[0.5761223],[0.60500664],[0.49969912],[0.5409797],[0.56131905],[0.6124684],[0.5834637],[0.5680587],[0.5415814],[0.5631243],[0.8176676],[0.7929956],[0.8342761],[0.8115297],[0.8213985],[0.8312673],[0.86015165],[0.87254786],[0.90516305],[0.9630521],[0.84101576],[0.7449753],[0.6519437],[0.57491875],[0.6069322],[0.6912986],[0.6580816],[0.6888916],[0.6316043],[0.7177759]
[0.6987604],[0.70369476],[0.6679504],[0.7400409],[0.71909976],[0.718498],[0.7485859],[0.7683235],[0.77446145],[0.9094957],[0.89902514],[0.862679],[0.8059935],[0.80406785],[0.8028644],[0.9057648],[0.82934165],[0.8822963],[0.89770126],[0.8466723],[0.9039596],[0.8879528],[0.92851126],[0.93416774],[0.90143216],[0.9002287],[0.9255025],[0.95378506],[0.92670596],[0.94764715]
[0.96365386],[0.97352266],[0.97966063],[0.93344563],[0.9938621],[0.9353713],[1.0278012],[1.0278012],[1.0432062],[1.1042243],[1.0832832],[1.0807558],[1.1127692],[1.1374413],[1.1010952],[1.101697],[1.0807558],[1.0998917],[1.095559],[1.1103623],[1.1362379],[1.1294981],[1.1115658],[1.0185341],[1.0856903],[1.0505476],[1.1152967],[1.0560838],[1.0586112],[1.0937538]
[1.174991],[1.0888194],[1.1652426],[1.1449031],[1.0357444],[1.0752196],[1.0284029],[1.0789505],[0.9938621],[1.0025274],[1.0284029],[1.0702852],[1.2002648],[1.2336022],[1.3568419],[1.2317969],[1.316765],[1.3173667],[1.3481767],[1.3229029],[1.3562403],[1.3987243],[1.4184619],[1.3272356],[1.295222],[1.3185703],[1.3242267],[1.3679143],[1.3647852],[1.3888555]
[1.3304412],[1.2443128],[1.2936198],[1.2638874],[1.3245159],[1.276267],[1.3076923],[1.2183896],[1.2817692],[1.3521321],[1.3125595],[1.2470638],[1.2767961],[1.2351074],[1.2578564],[1.2616655],[1.275209],[1.2583853],[1.2552111],[1.2475928],[1.1218919],[1.0850704],[1.0834832],[1.049836],[1.1126865],[1.1126865],[1.0850704],[1.1456989],[1.1456989],[1.1642154]
[0.73239434],[0.7367215],[0.8266587],[0.8018836],[0.76582384],[0.7832174],[0.808841],[0.7484303],[0.76539963],[0.81842864],[0.8118955],[0.81274396],[0.83319193],[0.8170711],[0.8188529],[0.7940777],[0.80621076],[0.7962837],[0.7823689],[0.8409978],[0.7971322],[0.8544884],[0.8631427],[0.792805],[0.76412696],[0.7749873],[0.83234346],[0.8696759],[0.8835907],[0.8792635]
[0.8092965],[0.8081227],[0.80890524],[0.79043746],[0.8064794],[0.83535486],[0.7912982],[0.8421629],[0.8233039],[0.8561703],[0.8361374],[0.8513968],[0.843728],[0.8257297],[0.797715],[0.7676657],[0.76844823],[0.7688395],[0.80248845],[0.81493074],[0.8433367],[0.8345724],[0.8513968],[0.8249472],[0.8229126],[0.832929],[0.826121],[0.8257297],[0.76523983],[0.7988888]
[0.72481996],[0.72653985],[0.74083626],[0.7732989],[0.7286897],[0.72761476],[0.7413738],[0.7165431],[0.7133183],[0.7242825],[0.7445985],[0.7435236],[0.7435236],[0.7710416],[0.70117164],[0.6780608],[0.531119],[0.53058153],[0.58561754],[0.572396],[0.5476728],[0.5701387],[0.5794905],[0.5619693],[0.4893045],[0.52617437],[0.45737934],[0.49919382],[0.42932388],[0.42104697]
[0.43641835],[0.49811888],[0.49478662],[0.55476725],[0.51241535],[0.5784156],[0.40890035],[0.4425454],[0.37428787],[0.36880577],[0.41277006],[0.42599162],[0.34010535],[0.34397507],[0.34676987],[0.30162314],[0.31753197],[0.29829088],[0.32086423],[0.30001074],[0.27625498],[0.3065678],[0.27679244],[0.2526067],[0.2608836],[0.19810814],[0.17779212],[0.14694184],[0.15360637],[0.17392239]
[0.07893822],[0.07302655],[0.02793555],[0.09203663],[-0.04694564],[-0.01657587],[-0.02735597],[0.02550133],[-0.02550133],[0.0023183],[-0.05100267],[-0.09794831],[-0.1691202],[-0.16204938],[-0.11278544],[-0.21780457],[-0.11869711],[-0.1614698],[-0.13121594],[-0.12043584],[-0.14188014],[-0.16089022],[-0.12878174],[-0.1109308],[-0.07244697],[-0.09145705],[-0.12820216],[-0.10501912],[-0.07476527],[-0.04451142]
[-0.15032762],[-0.20577116],[-0.1703629],[-0.17615928],[-0.26512095],[-0.30582157],[-0.2612147],[-0.2690272],[-0.27217743],[-0.27091733],[-0.28515625],[-0.4342238],[-0.44002017],[-0.37865424],[-0.35735887],[-0.35546875],[-0.35420868],[-0.26197076],[-0.46446574],[-0.44128025],[-0.41607863],[-0.43611392],[-0.41292843],[-0.42250505],[-0.40511593],[-0.3980595],[-0.43220767],[-0.3980595],[-0.3831905],[-0.37222782]
[-0.08385684],[-0.06729488],[0.02531886],[0.06091757],[0.06672378],[0.06386827],[0.01656196],[-0.02293927],[0.02236817],[0.01998858],[0.01798972],[0.0175138],[-0.0117076],[0.00732915],[0.01998858],[0.02969732],[0.0292214],[0.01408719],[0.20369312],[0.27193984],[0.27193984],[0.2558538],[0.25632972],[0.2411955],[0.2470969],[0.22758424],[0.16133638],[0.13792118],[0.18855892],[0.17685132]
[0.2629496],[0.22285321],[0.23438306],[0.23386681],[0.2242299],[0.27886766],[0.23567373],[0.26871452],[0.26251936],[0.28764412],[0.25107554],[0.27749097],[0.27792117],[0.24358974],[0.24401996],[0.26604715],[0.26871452],[0.33083805],[0.32903114],[0.33608672],[0.31982446],[0.33255893],[0.31586647],[0.31715712],[0.3316985],[0.32644984],[0.3462399],[0.33083805],[0.3092411],[0.33040786]
[0.41541904],[0.37532267],[0.33255893],[0.34537944],[0.35200483],[0.35200483],[0.3506281],[0.37661332],[0.33746344],[0.35596284],[0.403545],[0.40397522],[0.3665462],[0.36602995],[0.3665462],[0.41713992],[0.41412836],[0.4000172],[0.46171054],[0.46214077],[0.44450182],[0.4321115],[0.49380484],[0.5035278],[0.49165377],[0.4740148],[0.49027705],[0.50266737],[0.5035278],[0.4316813]
[0.5342396],[0.5436427],[0.5332175],[0.47148407],[0.5719542],[0.5394522],[0.5687858],[0.5342396],[0.53475064],[0.520646],[0.58289045],[0.5949509],[0.54997957],[0.5635732],[0.5865699],[0.7351799],[0.76768196],[0.69235486],[0.6844849],[0.7561325],[0.8309485],[0.83728534],[0.8220564],[0.82256746],[0.81316435],[0.7713614],[0.8005928],[0.7451962],[0.693888],[0.68397385]
[0.65096074],[0.65515125],[0.6692559],[0.6625102],[0.6430908],[0.636345],[0.66874486],[0.6672118],[0.6677228],[0.68969744],[0.68969744],[0.7064595],[0.80641866],[0.79435813],[0.7833197],[0.79957074],[0.7958912],[0.7728945],[0.77187246],[0.74826247],[0.7226083],[0.73364675],[0.73364675],[0.7257768],[0.7755519],[0.7886345],[0.8471995],[0.7655356],[0.76819295],[0.7571545]
[0.7943866],[0.82339954],[0.78040576],[0.69536424],[0.81477976],[0.82129717],[0.78902555],[0.82287395],[0.83370125],[0.8154105],[0.8444234],[0.8137286],[0.8078419],[0.796489],[0.8245559],[0.8126774],[0.77231157],[0.7830337],[0.8197204],[0.77336276],[0.755072],[0.8325449],[0.7599075],[0.7906023],[0.74382424],[0.76957846],[0.78250813],[0.87890255],[0.87564385],[0.8503101]
